Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSCID1,Chrome 119.0.0.0,,,2023-11-06 17:32:11,2023-11-06 17:32:18,6.907s,PASSED
,,,,,,,
Test Cases/Login,Chrome 119.0.0.0,,,2023-11-06 17:32:11,2023-11-06 17:32:18,6.642s,PASSED
"println(""Starts Process"")",Chrome 119.0.0.0,,,2023-11-06 17:32:11,2023-11-06 17:32:11,0.005s,PASSED
openBrowser(str_URL),Chrome 119.0.0.0,,,2023-11-06 17:32:11,2023-11-06 17:32:15,3.416s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-06 17:32:15,2023-11-06 17:32:15,0.160s,PASSED
waitForPageLoad(30),Chrome 119.0.0.0,,,2023-11-06 17:32:15,2023-11-06 17:32:15,0.113s,PASSED
"setText(findTestObject(""Page_Facebook  log in page/Username""), Username)",Chrome 119.0.0.0,,,2023-11-06 17:32:15,2023-11-06 17:32:16,0.782s,PASSED
"get_Username = getAttribute(findTestObject(""Page_Facebook  log in page/Username""), ""value"")",Chrome 119.0.0.0,,,2023-11-06 17:32:16,2023-11-06 17:32:16,0.294s,PASSED
"verifyMatch(Username, get_Username, false)",Chrome 119.0.0.0,,,2023-11-06 17:32:16,2023-11-06 17:32:16,0.020s,PASSED
"setMaskedText(findTestObject(""Page_Facebook  log in page/Password""), Password)",Chrome 119.0.0.0,,,2023-11-06 17:32:16,2023-11-06 17:32:17,0.640s,PASSED
"get_Password = getAttribute(findTestObject(""Page_Facebook  log in page/Password""), ""value"")",Chrome 119.0.0.0,,,2023-11-06 17:32:17,2023-11-06 17:32:17,0.283s,PASSED
"verifyMatch(Password, get_Password, false)",Chrome 119.0.0.0,,,2023-11-06 17:32:17,2023-11-06 17:32:17,0.004s,PASSED
"click(findTestObject(""Page_Facebook  log in page/button_Log in""))",Chrome 119.0.0.0,,,2023-11-06 17:32:17,2023-11-06 17:32:18,0.368s,PASSED
