Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSCID1,Chrome 119.0.0.0,,,2023-11-06 18:44:11,2023-11-06 18:44:18,6.664s,PASSED
,,,,,,,
Test Cases/Login,Chrome 119.0.0.0,,,2023-11-06 18:44:11,2023-11-06 18:44:18,6.409s,PASSED
"println(""Starts Process"")",Chrome 119.0.0.0,,,2023-11-06 18:44:12,2023-11-06 18:44:12,0.006s,PASSED
openBrowser(str_URL),Chrome 119.0.0.0,,,2023-11-06 18:44:12,2023-11-06 18:44:15,3.044s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-06 18:44:15,2023-11-06 18:44:15,0.148s,PASSED
waitForPageLoad(30),Chrome 119.0.0.0,,,2023-11-06 18:44:15,2023-11-06 18:44:15,0.125s,PASSED
"setText(findTestObject(""Page_Facebook  log in page/Username""), Username)",Chrome 119.0.0.0,,,2023-11-06 18:44:15,2023-11-06 18:44:16,0.732s,PASSED
"get_Username = getAttribute(findTestObject(""Page_Facebook  log in page/Username""), ""value"")",Chrome 119.0.0.0,,,2023-11-06 18:44:16,2023-11-06 18:44:16,0.306s,PASSED
"verifyMatch(Username, get_Username, false)",Chrome 119.0.0.0,,,2023-11-06 18:44:16,2023-11-06 18:44:16,0.022s,PASSED
"setMaskedText(findTestObject(""Page_Facebook  log in page/Password""), Password)",Chrome 119.0.0.0,,,2023-11-06 18:44:16,2023-11-06 18:44:17,0.647s,PASSED
"get_Password = getAttribute(findTestObject(""Page_Facebook  log in page/Password""), ""value"")",Chrome 119.0.0.0,,,2023-11-06 18:44:17,2023-11-06 18:44:17,0.290s,PASSED
"verifyMatch(Password, get_Password, false)",Chrome 119.0.0.0,,,2023-11-06 18:44:17,2023-11-06 18:44:17,0.007s,PASSED
"click(findTestObject(""Page_Facebook  log in page/button_Log in""))",Chrome 119.0.0.0,,,2023-11-06 18:44:17,2023-11-06 18:44:18,0.370s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-06 18:44:18,2023-11-06 18:44:18,0.176s,PASSED
"println(""End Process"")",Chrome 119.0.0.0,,,2023-11-06 18:44:18,2023-11-06 18:44:18,0.001s,PASSED
